, 11395
MCFD2, 11
MMAA, 11
RAB3GAP2, 11
TARS, 11
PDIA5, 11
ERO1B, 11
EXTL3, 11
HYOU1, 11
NRIP1, 11
IL1R2, 11
COL4A3BP, 11
ATP11A, 11
MRPL39, 11
EXT1, 11
SEPT2, 11
SCAF8, 11
FCMR, 11
EPHA3, 11
SPATS2, 11
HACL1, 11
SMAD4, 11
EIF3B, 11
HMGB1, 11
DDX58, 11
CUL3, 11
NR1H4, 11
GPAT4, 11
APPBP2, 11
ZFP36L2, 11
PLOD1, 11
ZMPSTE24, 11
KIAA0922, 11
DAGLB, 11
STK4, 11
ATP7B, 11
NDUFV2, 11
DPP7, 11
VPS50, 11
